Bulk_Order_ID,Style_ID,Production_Date,Daily_Commitment,Plant_Daily_Output,Output_Gap,Gap_Pct,Daily_Damage_Qty,Max_Daily_Damage_Qty,Damage_Ratio,Working_Day_No,Total_Working_Days,Days_Remaining,Day_Progress_Pct,Output_vs_Commit_Ratio,Remaining_Qty,Full_Order_Qty,Required_Daily_Rate,Commitment_Gap_Rate,Cumulative_Completed_Qty,Is_Cutting_Phase,Is_Sewing_Phase,History_Days_Available,Previous_Day_Output,Output_Change_From_Previous,Trailing_3D_Avg_Output,Trailing_3D_Output_Std,Trailing_3D_Avg_Gap_Pct,Trailing_3D_Emergency_Days,Trailing_3D_Worker_Shortage_Days,Trailing_3D_Machine_Breakdown_Days,Trailing_3D_Quality_Limit_Days,Days_Since_Last_Emergency,Emergency_Within_1_Day,Emergency_Within_3_Days,First_Emergency_Type_Within_3_Days,First_Emergency_Lead_Days,Worker_Shortage_Within_3_Days,Machine_Breakdown_Within_3_Days,Quality_Limit_Within_3_Days,Output_Schedule_Risk_Within_3_Days
BULK0001,AH2495,2024-09-05,430.0,456.0,-26.0,-6.05,8.0,13.0,0.5714,49.0,108.0,59.0,45.37,1.058,26416.0,46430.0,440.3,10.3,20014.0,0.0,1.0,3,418.0,38.0,430.0,18.4029,0.0,2,2,0,1,1,1,1,Worker Issue,1,1,0,1,0
BULK0001,AH2495,2024-09-16,430.0,462.0,-32.0,-7.44,2.0,13.0,0.1429,56.0,108.0,52.0,51.85,1.0719,23586.0,46430.0,445.0,15.0,22844.0,0.0,0.0,3,389.0,73.0,405.3333,41.2499,5.7367,2,1,0,2,1,1,1,Worker Issue,1,1,0,0,0
BULK0001,AH2495,2024-09-19,430.0,462.0,-32.0,-7.44,13.0,13.0,0.9286,59.0,108.0,49.0,54.63,1.0719,22362.0,46430.0,447.2,17.2,24068.0,0.0,0.0,3,366.0,96.0,408.0,40.0999,5.1167,2,2,0,0,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0001,AH2495,2024-09-23,430.0,449.0,-19.0,-4.42,4.0,13.0,0.2857,61.0,108.0,47.0,56.48,1.0418,21515.0,46430.0,448.2,18.2,24915.0,0.0,0.0,3,398.0,51.0,436.3333,27.6204,-1.4733,1,1,0,1,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0001,AH2495,2024-09-30,430.0,455.0,-25.0,-5.81,8.0,13.0,0.5714,66.0,108.0,42.0,61.11,1.0557,19637.0,46430.0,456.7,26.7,26793.0,0.0,0.0,3,378.0,77.0,368.3333,75.0215,14.34,2,1,1,1,1,1,1,Worker Issue,1,1,0,1,0
BULK0001,AH2495,2024-10-03,430.0,460.0,-30.0,-6.98,2.0,13.0,0.1429,69.0,108.0,39.0,63.89,1.0673,18354.0,46430.0,458.9,28.9,28076.0,0.0,0.0,3,416.0,44.0,427.6667,23.1565,0.5433,2,2,0,1,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0001,AH2495,2024-10-07,430.0,455.0,-25.0,-5.81,6.0,13.0,0.4286,71.0,108.0,37.0,65.74,1.0557,17504.0,46430.0,460.6,30.6,28926.0,0.0,0.0,3,395.0,60.0,436.6667,29.5334,-1.55,1,1,0,0,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0001,AH2495,2024-10-14,430.0,453.0,-23.0,-5.35,7.0,13.0,0.5,76.0,108.0,32.0,70.37,1.051,15532.0,46430.0,470.7,40.7,30898.0,0.0,0.0,3,375.0,78.0,387.3333,49.3581,9.9233,2,1,0,1,1,1,1,Worker Issue,1,1,0,1,0
BULK0001,AH2495,2024-10-17,430.0,462.0,-32.0,-7.44,8.0,13.0,0.5714,79.0,108.0,29.0,73.15,1.0719,14283.0,46430.0,476.1,46.1,32147.0,0.0,0.0,3,364.0,98.0,416.3333,40.2851,3.18,2,1,0,2,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0001,AH2495,2024-10-21,430.0,440.0,-10.0,-2.33,5.0,13.0,0.3571,81.0,108.0,27.0,75.0,1.0209,13439.0,46430.0,480.0,50.0,32991.0,0.0,0.0,3,404.0,36.0,435.3333,23.9072,-1.24,1,1,0,0,1,1,1,Working Hours Issue,1,1,0,1,1
BULK0001,AH2495,2024-10-28,430.0,431.0,-1.0,-0.23,12.0,13.0,0.8571,86.0,108.0,22.0,79.63,1.0,11517.0,46430.0,500.7,70.7,34913.0,0.0,0.0,3,379.0,52.0,381.0,40.0333,11.3967,2,1,0,1,1,1,1,Worker Issue,1,1,0,1,0
BULK0001,AH2495,2024-10-31,430.0,449.0,-19.0,-4.42,3.0,13.0,0.2143,89.0,108.0,19.0,82.41,1.0418,10243.0,46430.0,512.1,82.1,36187.0,0.0,0.0,3,415.0,34.0,424.6667,17.3269,1.24,2,2,0,1,1,1,1,Worker Issue,1,1,0,1,0
BULK0001,AH2495,2024-11-04,430.0,455.0,-25.0,-5.81,13.0,13.0,0.9286,91.0,108.0,17.0,84.26,1.0557,9417.0,46430.0,523.2,93.2,37013.0,0.0,0.0,3,371.0,84.0,425.0,38.2623,1.1633,1,1,0,0,1,1,1,Working Hours Issue,1,1,0,1,1
BULK0001,AH2495,2024-11-11,430.0,444.0,-14.0,-3.26,1.0,13.0,0.0714,96.0,108.0,12.0,88.89,1.0302,7432.0,46430.0,571.7,141.7,38998.0,0.0,0.0,3,378.0,66.0,393.6667,36.4265,8.4467,2,1,0,0,1,1,1,Worker Issue,1,1,0,0,0
BULK0001,AH2495,2024-11-14,429.0,463.0,-34.0,-7.93,4.0,13.0,0.2857,99.0,108.0,9.0,91.67,1.0767,6149.0,46430.0,614.9,185.9,40281.0,0.0,0.0,3,395.0,68.0,427.6667,27.8248,0.4567,2,2,0,0,1,1,1,Worker Issue,1,1,0,1,0
BULK0001,AH2495,2024-11-18,722.0,736.0,-14.0,-1.94,11.0,22.0,0.4783,101.0,108.0,7.0,93.52,1.018,5039.0,46430.0,629.9,-92.1,41391.0,0.0,0.0,3,374.0,362.0,524.3333,154.018,0.9833,1,1,0,1,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0002,TG7776,2024-06-03,327.0,328.0,-1.0,-0.31,8.0,10.0,0.7273,1.0,46.0,45.0,2.17,1.0,14696.0,15024.0,319.5,-7.5,328.0,1.0,0.0,1,328.0,0.0,328.0,0.0,-0.31,0,0,0,0,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0002,TG7776,2024-06-10,327.0,350.0,-23.0,-7.03,9.0,10.0,0.8182,6.0,46.0,40.0,13.04,1.0671,13181.0,15024.0,321.5,-5.5,1843.0,1.0,0.0,3,302.0,48.0,294.3333,48.8831,9.9933,2,1,1,2,1,1,1,Worker Issue,1,1,0,1,0
BULK0002,TG7776,2024-06-13,327.0,335.0,-8.0,-2.45,6.0,10.0,0.5455,9.0,46.0,37.0,19.57,1.0213,12247.0,15024.0,322.3,-4.7,2777.0,1.0,0.0,3,298.0,37.0,311.3333,16.7796,4.79,2,2,0,1,1,1,1,Worker Issue,1,1,0,1,0
BULK0002,TG7776,2024-06-17,327.0,333.0,-6.0,-1.83,7.0,10.0,0.6364,11.0,46.0,35.0,23.91,1.0152,11626.0,15024.0,322.9,-4.1,3398.0,0.0,1.0,3,288.0,45.0,318.6667,21.7,2.55,1,1,0,0,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0002,TG7776,2024-06-24,327.0,332.0,-5.0,-1.53,7.0,10.0,0.6364,16.0,46.0,30.0,34.78,1.0122,10187.0,15024.0,328.6,1.6,4837.0,0.0,1.0,3,286.0,46.0,273.6667,53.3812,16.31,2,1,1,2,1,1,1,Worker Issue,1,1,0,1,0
BULK0002,TG7776,2024-06-27,327.0,339.0,-12.0,-3.67,2.0,10.0,0.1818,19.0,46.0,27.0,41.3,1.0335,9262.0,15024.0,330.8,3.8,5762.0,0.0,1.0,3,277.0,62.0,308.3333,25.3158,5.7067,2,1,0,1,1,1,1,Worker Issue,1,1,0,1,0
BULK0002,TG7776,2024-07-01,327.0,350.0,-23.0,-7.03,7.0,10.0,0.6364,21.0,46.0,25.0,45.65,1.0671,8630.0,15024.0,331.9,4.9,6394.0,0.0,1.0,3,282.0,68.0,323.6667,29.8031,1.02,1,1,0,1,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0002,TG7776,2024-07-08,327.0,343.0,-16.0,-4.89,10.0,10.0,0.9091,26.0,46.0,20.0,56.52,1.0457,7186.0,15024.0,342.2,15.2,7838.0,0.0,0.0,3,293.0,50.0,281.3333,55.7275,13.9667,2,1,1,1,1,1,1,Worker Issue,1,1,0,0,0
BULK0002,TG7776,2024-07-11,326.0,326.0,0.0,0.0,3.0,10.0,0.2727,29.0,46.0,17.0,63.04,0.9969,6231.0,15024.0,346.2,20.2,8793.0,0.0,0.0,3,315.0,11.0,318.3333,5.4365,2.55,2,2,0,0,1,1,1,Working Hours Issue,1,1,0,0,0
BULK0002,TG7776,2024-07-15,326.0,340.0,-14.0,-4.29,0.0,10.0,0.0,31.0,46.0,15.0,67.39,1.0398,5596.0,15024.0,349.8,23.8,9428.0,0.0,0.0,3,295.0,45.0,320.3333,18.8031,1.74,1,1,0,0,1,1,1,Working Hours Issue,1,1,1,0,0
BULK0002,TG7776,2024-07-22,326.0,331.0,-5.0,-1.53,3.0,10.0,0.2727,36.0,46.0,10.0,78.26,1.0122,4150.0,15024.0,377.3,51.3,10874.0,0.0,0.0,3,290.0,41.0,281.0,44.9518,13.8033,2,1,1,0,1,1,1,Worker Issue,1,1,0,1,0
BULK0002,TG7776,2024-07-25,443.0,458.0,-15.0,-3.39,0.0,13.0,0.0,39.0,46.0,7.0,84.78,1.0315,3083.0,15024.0,385.4,-57.6,11941.0,0.0,0.0,3,305.0,153.0,355.6667,72.3617,3.2667,2,2,0,1,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0002,TG7776,2024-07-29,446.0,447.0,-1.0,-0.22,2.0,13.0,0.1429,41.0,46.0,5.0,89.13,1.0,2229.0,15024.0,371.5,-74.5,12795.0,0.0,0.0,3,407.0,40.0,437.3333,21.914,1.3667,1,1,0,1,1,1,1,Working Hours Issue,1,1,0,0,1
BULK0003,KM622054,2024-05-21,267.0,274.0,-7.0,-2.62,5.0,8.0,0.5556,1.0,78.0,77.0,1.28,1.0224,20511.0,20785.0,263.0,-4.0,274.0,1.0,0.0,1,274.0,0.0,274.0,0.0,-2.62,0,0,0,0,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0003,KM622054,2024-05-28,267.0,287.0,-20.0,-7.49,0.0,8.0,0.0,6.0,78.0,72.0,7.69,1.0709,19321.0,20785.0,264.7,-2.3,1464.0,1.0,0.0,3,232.0,55.0,232.6667,44.0933,12.86,2,1,1,1,1,1,1,Worker Issue,1,1,0,1,0
BULK0003,KM622054,2024-05-31,267.0,267.0,0.0,0.0,5.0,8.0,0.5556,9.0,78.0,69.0,11.54,0.9963,18575.0,20785.0,265.4,-1.6,2210.0,1.0,0.0,3,219.0,48.0,248.6667,21.1713,6.8667,2,1,0,1,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0003,KM622054,2024-06-04,267.0,275.0,-8.0,-3.0,8.0,8.0,0.8889,11.0,78.0,67.0,14.1,1.0261,18068.0,20785.0,265.7,-1.3,2717.0,0.0,1.0,3,232.0,43.0,258.0,18.6726,3.37,1,1,0,1,1,1,1,Working Hours Issue,1,1,1,0,0
BULK0003,KM622054,2024-06-11,267.0,284.0,-17.0,-6.37,3.0,8.0,0.3333,16.0,78.0,62.0,20.51,1.0597,16880.0,20785.0,267.9,0.9,3905.0,0.0,1.0,3,232.0,52.0,229.3333,45.7627,14.1067,2,1,1,0,1,1,1,Worker Issue,1,1,0,1,0
BULK0003,KM622054,2024-06-14,267.0,287.0,-20.0,-7.49,2.0,8.0,0.2222,19.0,78.0,59.0,24.36,1.0709,16114.0,20785.0,268.6,1.6,4671.0,0.0,1.0,3,232.0,55.0,255.3333,23.214,4.37,2,2,0,2,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0003,KM622054,2024-06-18,267.0,274.0,-7.0,-2.62,5.0,8.0,0.5556,21.0,78.0,57.0,26.92,1.0224,15597.0,20785.0,268.9,1.9,5188.0,0.0,1.0,3,243.0,31.0,268.0,18.4572,-0.3733,1,1,0,0,1,1,1,Working Hours Issue,1,1,1,1,1
BULK0003,KM622054,2024-06-25,267.0,288.0,-21.0,-7.87,8.0,8.0,0.8889,26.0,78.0,52.0,33.33,1.0746,14387.0,20785.0,271.5,4.5,6398.0,0.0,0.0,3,247.0,41.0,242.6667,38.9044,9.1133,2,1,1,2,1,1,1,Worker Issue,1,1,0,1,0
BULK0003,KM622054,2024-06-28,267.0,285.0,-18.0,-6.74,4.0,8.0,0.4444,29.0,78.0,49.0,37.18,1.0634,13595.0,20785.0,271.9,4.9,7190.0,0.0,0.0,3,247.0,38.0,264.0,15.7692,1.1233,2,2,0,1,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0003,KM622054,2024-07-02,267.0,276.0,-9.0,-3.37,8.0,8.0,0.8889,31.0,78.0,47.0,39.74,1.0299,13073.0,20785.0,272.4,5.4,7712.0,0.0,0.0,3,246.0,30.0,269.0,16.6733,-0.7467,1,1,0,1,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0003,KM622054,2024-07-09,267.0,280.0,-13.0,-4.87,2.0,8.0,0.2222,36.0,78.0,42.0,46.15,1.0448,11869.0,20785.0,276.0,9.0,8916.0,0.0,0.0,3,235.0,45.0,234.0,37.9737,12.36,2,1,1,2,1,1,1,Worker Issue,1,1,0,1,0
BULK0003,KM622054,2024-07-12,266.0,280.0,-14.0,-5.26,5.0,8.0,0.5556,39.0,78.0,39.0,50.0,1.0487,11119.0,20785.0,278.0,12.0,9666.0,0.0,0.0,3,220.0,60.0,250.0,24.4949,6.1333,2,1,0,2,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0003,KM622054,2024-07-16,266.0,277.0,-11.0,-4.14,4.0,8.0,0.4444,41.0,78.0,37.0,52.56,1.0375,10600.0,20785.0,278.9,12.9,10185.0,0.0,0.0,3,242.0,35.0,266.3333,17.2498,-0.1267,1,1,0,1,1,1,1,Working Hours Issue,1,1,0,1,1
BULK0003,KM622054,2024-07-23,266.0,272.0,-6.0,-2.26,7.0,8.0,0.7778,46.0,78.0,32.0,58.97,1.0187,9377.0,20785.0,284.2,18.2,11408.0,0.0,0.0,3,231.0,41.0,237.0,26.4701,10.9,2,1,0,1,1,1,1,Worker Issue,1,1,0,1,0
BULK0003,KM622054,2024-07-26,266.0,286.0,-20.0,-7.52,2.0,8.0,0.2222,49.0,78.0,29.0,62.82,1.0712,8609.0,20785.0,287.0,21.0,12176.0,0.0,0.0,3,229.0,57.0,256.0,23.3666,3.76,2,2,0,2,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0003,KM622054,2024-08-06,266.0,283.0,-17.0,-6.39,3.0,8.0,0.3333,56.0,78.0,22.0,71.79,1.0599,6918.0,20785.0,300.8,34.8,13867.0,0.0,0.0,3,235.0,48.0,232.6667,42.0819,12.53,2,1,1,1,1,1,1,Worker Issue,1,1,0,1,0
BULK0003,KM622054,2024-08-09,266.0,273.0,-7.0,-2.63,1.0,8.0,0.1111,59.0,78.0,19.0,75.64,1.0225,6178.0,20785.0,308.9,42.9,14607.0,0.0,0.0,3,219.0,54.0,246.6667,22.0656,7.27,2,1,0,1,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0003,KM622054,2024-08-13,266.0,287.0,-21.0,-7.89,5.0,8.0,0.5556,61.0,78.0,17.0,78.21,1.0749,5655.0,20785.0,314.2,48.2,15130.0,0.0,0.0,3,236.0,51.0,265.3333,21.5149,0.2533,1,1,0,1,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0003,KM622054,2024-08-20,266.0,276.0,-10.0,-3.76,7.0,8.0,0.7778,66.0,78.0,12.0,84.62,1.0337,4460.0,20785.0,343.1,77.1,16325.0,0.0,0.0,3,241.0,35.0,231.6667,40.549,12.9067,2,1,1,1,1,1,1,Worker Issue,1,1,0,0,0
BULK0003,KM622054,2024-08-23,266.0,286.0,-20.0,-7.52,8.0,8.0,0.8889,69.0,78.0,9.0,88.46,1.0712,3673.0,20785.0,367.3,101.3,17112.0,0.0,0.0,3,243.0,43.0,262.3333,17.8201,1.38,2,2,0,0,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0003,KM622054,2024-08-27,430.0,448.0,-18.0,-4.19,12.0,13.0,0.8571,71.0,78.0,7.0,91.03,1.0394,2987.0,20785.0,373.4,-56.6,17798.0,0.0,0.0,3,238.0,210.0,324.0,89.8443,-0.3933,1,1,0,1,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0004,TG9322,2024-06-10,221.0,228.0,-7.0,-3.17,1.0,7.0,0.125,1.0,35.0,34.0,2.86,1.027,7491.0,7719.0,214.0,-7.0,228.0,1.0,0.0,1,228.0,0.0,228.0,0.0,-3.17,0,0,0,0,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0004,TG9322,2024-06-17,221.0,225.0,-4.0,-1.81,7.0,7.0,0.875,6.0,35.0,29.0,17.14,1.0135,6506.0,7719.0,216.9,-4.1,1213.0,1.0,0.0,3,194.0,31.0,188.3333,32.4996,14.7833,2,1,1,0,1,1,1,Worker Issue,1,1,0,1,0
BULK0004,TG9322,2024-06-20,221.0,221.0,0.0,0.0,0.0,7.0,0.0,9.0,35.0,26.0,25.71,0.9955,5861.0,7719.0,217.1,-3.9,1858.0,1.0,0.0,3,209.0,12.0,215.0,4.899,2.7133,2,2,0,1,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0004,TG9322,2024-06-24,221.0,238.0,-17.0,-7.69,3.0,7.0,0.375,11.0,35.0,24.0,31.43,1.0721,5428.0,7719.0,217.1,-3.9,2291.0,0.0,1.0,3,195.0,43.0,218.0,17.6824,1.3567,1,1,0,1,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0004,TG9322,2024-07-01,221.0,237.0,-16.0,-7.24,3.0,7.0,0.375,16.0,35.0,19.0,45.71,1.0676,4427.0,7719.0,221.3,0.3,3292.0,0.0,1.0,3,198.0,39.0,201.0,28.2489,9.05,2,1,0,1,1,1,1,Worker Issue,1,1,0,1,0
BULK0004,TG9322,2024-07-04,221.0,229.0,-8.0,-3.62,0.0,7.0,0.0,19.0,35.0,16.0,54.29,1.0315,3790.0,7719.0,222.9,1.9,3929.0,0.0,1.0,3,200.0,29.0,212.3333,12.2293,3.92,2,2,0,1,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0004,TG9322,2024-07-08,220.0,223.0,-3.0,-1.36,7.0,7.0,0.875,21.0,35.0,14.0,60.0,1.009,3369.0,7719.0,224.6,4.6,4350.0,0.0,1.0,3,198.0,25.0,216.6667,13.4247,1.6733,1,1,0,1,1,1,1,Working Hours Issue,1,1,0,1,1
BULK0004,TG9322,2024-07-15,220.0,228.0,-8.0,-3.64,7.0,7.0,0.875,26.0,35.0,9.0,74.29,1.0317,2367.0,7719.0,236.7,16.7,5352.0,0.0,0.0,3,190.0,38.0,195.6667,24.4177,11.06,2,1,0,0,1,1,1,Worker Issue,1,1,0,1,0
BULK0004,TG9322,2024-07-18,275.0,281.0,-6.0,-2.18,5.0,8.0,0.5556,29.0,35.0,6.0,82.86,1.0181,1639.0,7719.0,234.1,-40.9,6080.0,0.0,0.0,3,244.0,37.0,242.6667,31.8573,5.17,2,2,0,1,1,1,1,Working Hours Issue,1,1,0,0,0
BULK0004,TG9322,2024-07-22,278.0,287.0,-9.0,-3.24,5.0,8.0,0.5556,31.0,35.0,4.0,88.57,1.0287,1103.0,7719.0,220.6,-57.4,6616.0,0.0,0.0,3,249.0,38.0,272.3333,16.68,1.2333,1,1,0,0,1,1,1,Working Hours Issue,1,1,1,0,1
BULK0005,TG5179,2024-05-09,391.0,407.0,-16.0,-4.09,10.0,12.0,0.7692,1.0,45.0,44.0,2.22,1.0383,17160.0,17567.0,381.3,-9.7,407.0,1.0,0.0,1,407.0,0.0,407.0,0.0,-4.09,0,0,0,0,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0005,TG5179,2024-05-16,391.0,392.0,-1.0,-0.26,6.0,12.0,0.4615,6.0,45.0,39.0,13.33,1.0,15468.0,17567.0,386.7,-4.3,2099.0,1.0,0.0,3,338.0,54.0,323.3333,62.9144,17.3033,2,1,1,2,1,1,1,Worker Issue,1,1,0,0,0
BULK0005,TG5179,2024-05-21,391.0,406.0,-15.0,-3.84,5.0,12.0,0.3846,9.0,45.0,36.0,20.0,1.0357,14350.0,17567.0,387.8,-3.2,3217.0,1.0,0.0,3,352.0,54.0,372.6667,23.7954,4.6867,2,2,0,0,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0005,TG5179,2024-05-23,391.0,401.0,-10.0,-2.56,9.0,12.0,0.6923,11.0,45.0,34.0,24.44,1.023,13581.0,17567.0,388.0,-3.0,3986.0,0.0,1.0,3,368.0,33.0,391.6667,16.8589,-0.1733,1,1,0,0,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0005,TG5179,2024-05-30,391.0,415.0,-24.0,-6.14,2.0,12.0,0.1538,16.0,45.0,29.0,35.56,1.0587,11788.0,17567.0,392.9,1.9,5779.0,0.0,1.0,3,356.0,59.0,350.6667,54.8351,10.3133,2,1,1,2,1,1,1,Worker Issue,1,1,0,1,0
BULK0005,TG5179,2024-06-04,390.0,405.0,-15.0,-3.85,0.0,12.0,0.0,19.0,45.0,26.0,42.22,1.0358,10640.0,17567.0,394.1,4.1,6927.0,0.0,1.0,3,374.0,31.0,382.6667,15.9234,1.96,2,2,0,1,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0005,TG5179,2024-06-06,390.0,403.0,-13.0,-3.33,11.0,12.0,0.8462,21.0,45.0,24.0,46.67,1.0307,9867.0,17567.0,394.7,4.7,7700.0,0.0,1.0,3,370.0,33.0,392.6667,16.0485,-0.6833,1,1,0,0,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0005,TG5179,2024-06-13,390.0,400.0,-10.0,-2.56,7.0,12.0,0.5385,26.0,45.0,19.0,57.78,1.023,8069.0,17567.0,403.4,13.4,9498.0,0.0,0.0,3,346.0,54.0,354.3333,34.3932,9.1467,2,1,0,1,1,1,1,Worker Issue,1,1,0,0,1
